0.216536	0	5360
0.798586	5360	5896
1.47059	5896	6432
1.94259	6432	6968
2.41459	6968	7504
2.88659	7504	8040
3.35859	8040	8576
3.83059	8576	9112
4.30259	9112	9648
4.77459	9648	10184
5.24659	10184	5896
13.7426	5896	5360
18.4626	5360	4824
22.7106	4824	4288
26.4866	4288	3752
29.7906	3752	3216
32.6226	3216	2680
34.9826	2680	2144
